base_pkg,adv_pkg,categories,typomind_cat
css-rules,css-rules,['Letter Duplicated and Replaced'],NA
css-select,css-select,['Letter Duplicated and Replaced'],NA
css-select-base-adapter,css-select-base-adapter,['Letter Duplicated and Replaced'],NA
css-selector-extract,css-selector-extract,['Letter Duplicated and Replaced'],NA
css-selector-parser,css-selector-parser,['Letter Duplicated and Replaced'],NA
css-selector-tokenizer,css-selector-tokenizer,['Letter Duplicated and Replaced'],NA
css-shorthand-properties,css-shorthand-properties,['Letter Duplicated and Replaced'],NA
css-stringify,css-stringify,['Letter Duplicated and Replaced'],NA
css-styled,css-style,['Character Removed'],NA
css-styled,css-styled,['Letter Duplicated and Replaced'],NA
css-system-font-keywords,css-system-font-keywords,['Letter Duplicated and Replaced'],NA
css-to-mat,css-to-mat,['Letter Duplicated and Replaced'],NA
css-to-react-native,css-to-react-native,['Letter Duplicated and Replaced'],NA
css-to-xpath,css-to-xpath,['Letter Duplicated and Replaced'],NA
css-tokenize,css-tokenize,['Letter Duplicated and Replaced'],NA
css-tree,css-tree,['Letter Duplicated and Replaced'],NA
css-unit-converter,css-unit-converter,['Letter Duplicated and Replaced'],NA
css-url-parser,css-url-parser,['Letter Duplicated and Replaced'],NA
css-url-regex,css-url-regex,['Letter Duplicated and Replaced'],NA
css-value,css-values,['Suffix Added'],NA
css-value,css-value,['Letter Duplicated and Replaced'],NA
css-values,css-values,['Letter Duplicated and Replaced'],NA
css-values,css-value,['Character Removed'],NA
css-vars-ponyfill,css-vars-ponyfill,['Letter Duplicated and Replaced'],NA
css-vendor,css-vendor,['Letter Duplicated and Replaced'],NA
css-what,css-what,['Letter Duplicated and Replaced'],NA
css.escape,css.escape,['Letter Duplicated and Replaced'],NA
cssauron,cssauron,['Letter Duplicated and Replaced'],NA
cssbeautify,cssbeautify,['Letter Duplicated and Replaced'],NA
csscolorparser,csscolorparser,['Letter Duplicated and Replaced'],NA
csscomb,csscomb,['Letter Duplicated and Replaced'],NA
cssdb,cssdb,['Letter Duplicated and Replaced'],NA
cssesc,cssesc,['Letter Duplicated and Replaced'],NA
cssfilter,cssfilter,['Letter Duplicated and Replaced'],NA
cssfontparser,cssfontparser,['Letter Duplicated and Replaced'],NA
cssjanus,cssjanus,['Letter Duplicated and Replaced'],NA
csslint,cslint,"['Character Removed', 'Character Removed']",NA
csslint,csslint,['Letter Duplicated and Replaced'],NA
cssmin,cssmin,['Letter Duplicated and Replaced'],NA
cssnano,cssnano,['Letter Duplicated and Replaced'],NA
cssnano-preset-advanced,cssnano-preset-advanced,['Letter Duplicated and Replaced'],NA
cssnano-preset-default,cssnano-preset-default,['Letter Duplicated and Replaced'],NA
cssnano-preset-simple,cssnano-preset-simple,['Letter Duplicated and Replaced'],NA
cssnano-simple,cssnano-simple,['Letter Duplicated and Replaced'],NA
cssnano-util-get-arguments,cssnano-util-get-arguments,['Letter Duplicated and Replaced'],NA
cssnano-util-get-match,cssnano-util-get-match,['Letter Duplicated and Replaced'],NA
cssnano-util-raw-cache,cssnano-util-raw-cache,['Letter Duplicated and Replaced'],NA
cssnano-util-same-parent,cssnano-util-same-parent,['Letter Duplicated and Replaced'],NA
cssnano-utils,cssnano-utils,['Letter Duplicated and Replaced'],NA
csso,bsso,['Bit Flips'],NA
csso,css,['Character Removed'],NA
csso,cssp,['Close Letters on QWERTY Keyboard'],NA
csso,cssl,['Close Letters on QWERTY Keyboard'],NA
csso,csse,"['Ascii Homoglpyh', 'Swap Vowel']",NA
csso,csso,['Letter Duplicated and Replaced'],NA
csso,casso,['Double hit character'],NA
csso,caso,['Close Letters on QWERTY Keyboard'],NA
csso,cso,"['Character Removed', 'Character Removed']",NA
csso,sso,['Character Removed'],NA
cssom,cssm,['Character Removed'],NA
cssom,ossom,['Ascii Homoglpyh'],NA
cssom,csso,['Character Removed'],NA
cssom,cssom,['Letter Duplicated and Replaced'],NA
cssom,ssom,['Character Removed'],NA
cssstyle,csssstyle,"['Letter Duplicated', 'Letter Duplicated', 'Letter Duplicated']",NA
cssstyle,cssstyle,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
csstype,csstype,['Letter Duplicated and Replaced'],NA
csswring,csswring,['Letter Duplicated and Replaced'],NA
cst,bst,['Bit Flips'],NA
cst,cet,['Close Letters on QWERTY Keyboard'],NA
cst,xst,['Close Letters on QWERTY Keyboard'],NA
cst,lst,['Bit Flips'],NA
cst,dst,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
cst,csr,['Close Letters on QWERTY Keyboard'],NA
cst,cxt,['Close Letters on QWERTY Keyboard'],NA
cst,cwt,['Close Letters on QWERTY Keyboard'],NA
cst,cct,"['Close Letters on QWERTY Keyboard', 'Letter Duplicated and Replaced']",NA
cst,csh,['Close Letters on QWERTY Keyboard'],NA
cst,csg,['Close Letters on QWERTY Keyboard'],NA
cst,cdt,['Close Letters on QWERTY Keyboard'],NA
cst,vst,['Close Letters on QWERTY Keyboard'],NA
cst,st,['Character Removed'],NA
cst,csts,['Suffix Added'],NA
cst,csst,['Letter Duplicated'],NA
cst,cat,['Close Letters on QWERTY Keyboard'],NA
cst,csy,['Close Letters on QWERTY Keyboard'],NA
cst,cest,['Double hit character'],NA
cst,fst,['Close Letters on QWERTY Keyboard'],NA
cst,sst,['Close Letters on QWERTY Keyboard'],NA
cst,cts,['Letters Swapped'],NA
cst,ct,['Character Removed'],NA
cst,cast,['Double hit character'],NA
csurf,csrf,['Character Removed'],NA
csv,csvv,"['Letter Duplicated', 'Letter Duplicated and Replaced']",NA
csv,cwv,['Close Letters on QWERTY Keyboard'],NA
csv,cvs,['Letters Swapped'],NA
csv,cv,['Character Removed'],NA
csv,csb,['Close Letters on QWERTY Keyboard'],NA
csv,csg,['Close Letters on QWERTY Keyboard'],NA
csv,csd,['Close Letters on QWERTY Keyboard'],NA
csv,fsv,['Close Letters on QWERTY Keyboard'],NA
csv,dsv,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
csv,csc,['Close Letters on QWERTY Keyboard'],NA
csv,ccv,"['Close Letters on QWERTY Keyboard', 'Letter Duplicated and Replaced']",NA
csv,cav,['Close Letters on QWERTY Keyboard'],NA
csv,bsv,['Bit Flips'],NA
csv,vsv,['Close Letters on QWERTY Keyboard'],NA
csv,cdv,['Close Letters on QWERTY Keyboard'],NA
csv,csf,['Close Letters on QWERTY Keyboard'],NA
csv,ssv,['Close Letters on QWERTY Keyboard'],NA
csv,cssv,['Letter Duplicated'],NA
csv,cev,['Close Letters on QWERTY Keyboard'],NA
csv,csvjs,['Suffix Added'],NA
csv,xsv,['Close Letters on QWERTY Keyboard'],NA
csv-loader,css-loader,['Letter Duplicated and Replaced'],NA
csv-loader,cs-loader,['Character Removed'],NA
csv-parse,css-parse,['Letter Duplicated and Replaced'],NA
ctype,dtype,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
ctype,type,['Character Removed'],NA
cucumber-expressions,cucumber-expressions,['Letter Duplicated and Replaced'],NA
cucumber-messages,cucumber-messages,['Letter Duplicated and Replaced'],NA
cucumber-pretty,cucumber-pretty,['Letter Duplicated and Replaced'],NA
cucumber-tag-expressions,cucumber-tag-expressions,['Letter Duplicated and Replaced'],NA
cuid,scuid,['Double hit character'],NA
cuid,cui,['Character Removed'],NA
cuid,uid,['Character Removed'],NA
cuid,duid,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
cuid,cid,['Character Removed'],NA
cuid,cudi,['Letters Swapped'],NA
cuid,cud,['Character Removed'],NA
cuint,cint,['Character Removed'],NA
cuint,uint,['Character Removed'],NA
cuint,cunt,['Character Removed'],NA
cuint,cuit,['Character Removed'],NA
culvert,colvert,['Swap Vowel'],NA
currency-codes,currency-codes,['Letter Duplicated and Replaced'],NA
currency-formatter,currencyformatter,"['Character Removed', 'Separator Removed']",NA
currency-formatter,currency-formatter,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
currency-symbol-map,currency-symbol-map,['Letter Duplicated and Replaced'],NA
currency.js,currency.js,['Letter Duplicated and Replaced'],NA
currency.js,currencyjs,"['Character Removed', 'Separator Removed']",NA
currencyformatter.js,currencyformatter.js,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
current-git-branch,current-git-branch,['Letter Duplicated and Replaced'],NA
current-module-paths,current-module-paths,['Letter Duplicated and Replaced'],NA
current-script-polyfill,current-script-polyfill,['Letter Duplicated and Replaced'],NA
currently-unhandled,currently-unhandled,['Letter Duplicated and Replaced'],NA
curriable,curriable,['Letter Duplicated and Replaced'],NA
currify,currify,['Letter Duplicated and Replaced'],NA
curry2,curry2,['Letter Duplicated and Replaced'],NA
curve25519-js,curve25519-js,['Letter Duplicated and Replaced'],NA
cuss,css,['Character Removed'],NA
cuss,uss,['Character Removed'],NA
cuss,cus,"['Character Removed', 'Character Removed']",NA
cuss,chss,['Close Letters on QWERTY Keyboard'],NA
cuss,vuss,['Close Letters on QWERTY Keyboard'],NA
custom-env,custom-envs,['Suffix Added'],NA
custom-error-instance,custom-error-instance,['Letter Duplicated and Replaced'],NA
customize-cra,customize-cra2,['Suffix Added'],NA
cvss,css,['Character Removed'],NA
cwd,cdd,['Close Letters on QWERTY Keyboard'],NA
cwd,bwd,['Bit Flips'],NA
cwd,cwx,['Close Letters on QWERTY Keyboard'],NA
cwd,csd,['Close Letters on QWERTY Keyboard'],NA
cwd,cwf,['Close Letters on QWERTY Keyboard'],NA
cwd,cwv,['Close Letters on QWERTY Keyboard'],NA
cwd,cwe,['Close Letters on QWERTY Keyboard'],NA
cwd,cwc,['Close Letters on QWERTY Keyboard'],NA
cwd,cad,['Close Letters on QWERTY Keyboard'],NA
cwd,swd,['Close Letters on QWERTY Keyboard'],NA
cwd,cd,['Character Removed'],NA
cwd,ced,['Close Letters on QWERTY Keyboard'],NA
cwd,cws,['Close Letters on QWERTY Keyboard'],NA
cwd,wd,['Character Removed'],NA
cwd,c2d,['Close Letters on QWERTY Keyboard'],NA
cwd,c3d,['Close Letters on QWERTY Keyboard'],NA
cwd,ccd,['Letter Duplicated and Replaced'],NA
cwd,cww,['Close Letters on QWERTY Keyboard'],NA
cwd,fwd,['Close Letters on QWERTY Keyboard'],NA
cwd,dwd,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
cwd,cwr,['Close Letters on QWERTY Keyboard'],NA
cxs,sxs,['Close Letters on QWERTY Keyboard'],NA
cxs,cs,['Character Removed'],NA
cxs,lxs,['Bit Flips'],NA
cxs,cds,['Close Letters on QWERTY Keyboard'],NA
cxs,css,['Close Letters on QWERTY Keyboard'],NA
cxs,bxs,['Bit Flips'],NA
cxs,cxa,['Close Letters on QWERTY Keyboard'],NA
cxs,cxd,['Close Letters on QWERTY Keyboard'],NA
cxs,fxs,['Close Letters on QWERTY Keyboard'],NA
cxs,xxs,['Close Letters on QWERTY Keyboard'],NA
cxs,cxw,['Close Letters on QWERTY Keyboard'],NA
cxs,csxs,['Double hit character'],NA
cxs,cxws,['Double hit character'],NA
cxs,csx,['Letters Swapped'],NA
cxs,dxs,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
cxs,cxx,['Close Letters on QWERTY Keyboard'],NA
cxs,cxc,['Close Letters on QWERTY Keyboard'],NA
cxs,cas,['Close Letters on QWERTY Keyboard'],NA
cxs,czs,['Close Letters on QWERTY Keyboard'],NA
cxs,ccs,"['Close Letters on QWERTY Keyboard', 'Letter Duplicated and Replaced']",NA
cy2,c2,['Character Removed'],NA
cy2,co2,['Swap Vowel'],NA
cy2,cyw,['Close Letters on QWERTY Keyboard'],NA
cy2,dy2,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
cy2,cy1,['Close Letters on QWERTY Keyboard'],NA
cy2,cc2,['Letter Duplicated and Replaced'],NA
cy2,ct2,['Close Letters on QWERTY Keyboard'],NA
cy2,cyq,['Close Letters on QWERTY Keyboard'],NA
cy2,cye,['Close Letters on QWERTY Keyboard'],NA
cycle,cyclo,"['Ascii Homoglpyh', 'Swap Vowel']",NA
cypress,cpress,['Character Removed'],NA
cypress-audit,cypress-audit,['Letter Duplicated and Replaced'],NA
cypress-axe,cypress-axe,['Letter Duplicated and Replaced'],NA
cypress-circleci-reporter,cypress-circleci-reporter,['Letter Duplicated and Replaced'],NA
cypress-dotenv,cypress-dotenv,['Letter Duplicated and Replaced'],NA
cypress-downloadfile,cypress-downloadfile,['Letter Duplicated and Replaced'],NA
cypress-fail-fast,cypress-fail-fast,['Letter Duplicated and Replaced'],NA
cypress-fail-on-console-error,cypress-fail-on-console-error,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
cypress-failed-log,cypress-failed-log,['Letter Duplicated and Replaced'],NA
cypress-file-upload,cypress-file-upload,['Letter Duplicated and Replaced'],NA
cypress-grep,cypress-grep,['Letter Duplicated and Replaced'],NA
cypress-iframe,cypress-iframe,['Letter Duplicated and Replaced'],NA
cypress-image-snapshot,cypress-image-snapshot,['Letter Duplicated and Replaced'],NA
cypress-intellij-reporter,cypress-intellij-reporter,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
cypress-jest-adapter,cypress-jest-adapter,['Letter Duplicated and Replaced'],NA
cypress-localstorage-commands,cypress-localstorage-commands,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
cypress-log-to-output,cypress-log-to-output,['Letter Duplicated and Replaced'],NA
cypress-mailosaur,cypress-mailosaur,['Letter Duplicated and Replaced'],NA
cypress-mochawesome-reporter,cypress-mochawesome-reporter,['Letter Duplicated and Replaced'],NA
cypress-multi-reporters,cypress-multi-reporters,['Letter Duplicated and Replaced'],NA
cypress-parallel,cypress-parallel,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
cypress-pipe,cypress-pipe,['Letter Duplicated and Replaced'],NA
cypress-plugin-retries,cypress-plugin-retries,['Letter Duplicated and Replaced'],NA
cypress-plugin-snapshots,cypress-plugin-snapshots,['Letter Duplicated and Replaced'],NA
cypress-plugin-stripe-elements,cypress-plugin-stripe-elements,['Letter Duplicated and Replaced'],NA
cypress-plugin-tab,cypress-plugin-tab,['Letter Duplicated and Replaced'],NA
cypress-promise,cypress-promise,['Letter Duplicated and Replaced'],NA
cypress-react-selector,react-qselector,['After Separator'],NA
cypress-react-selector,cypress-react-selector,['Letter Duplicated and Replaced'],NA
cypress-real-events,cypress-real-events,['Letter Duplicated and Replaced'],NA
cypress-recurse,cypress-recurse,['Letter Duplicated and Replaced'],NA
cypress-repeat,cypress-repeat,['Letter Duplicated and Replaced'],NA
cypress-slack-reporter,cypress-slack-reporter,['Letter Duplicated and Replaced'],NA
cypress-tags,cypress-tags,['Letter Duplicated and Replaced'],NA
cypress-terminal-report,cypress-terminal-report,['Letter Duplicated and Replaced'],NA
cypress-testrail-reporter,ypress-testrail-reporter,['Character Removed'],NA
cypress-testrail-reporter,cypress-testrail-reporter,['Letter Duplicated and Replaced'],NA
cypress-visual-regression,cypress-visual-regression,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
cypress-wait-until,cypress-wait-until,['Letter Duplicated and Replaced'],NA
cypress-webpack-preprocessor-v5,cypress-webpack-preprocessor-v5,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
cypress-xpath,cypress-xpath,['Letter Duplicated and Replaced'],NA
d3,dr,['Close Letters on QWERTY Keyboard'],NA
d3,e3,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
d3,g3,['Bit Flips'],NA
d3,d3x,['Suffix Added'],NA
d3,d4,['Close Letters on QWERTY Keyboard'],NA
d3,d2,['Close Letters on QWERTY Keyboard'],NA
d3,v3,['Close Letters on QWERTY Keyboard'],NA
d3,xd3,"['Double hit character', 'Prefix Added', 'Prefix Added']",NA
d3,dd3,['Letter Duplicated'],NA
d3,s3,['Close Letters on QWERTY Keyboard'],NA
d3,rd3,['Double hit character'],NA
d3,x3,['Close Letters on QWERTY Keyboard'],NA
d3,d,['Character Removed'],NA
d3,d3.js,['Suffix Added'],NA
d3,k3,['Bit Flips'],NA
d3,d3ng,['Suffix Added'],NA
d3,r3,['Close Letters on QWERTY Keyboard'],NA
d3,de,['Close Letters on QWERTY Keyboard'],NA
d3,dw,['Close Letters on QWERTY Keyboard'],NA
d3,cd3,['Double hit character'],NA
d3,3,['Character Removed'],NA
d3,dr3,['Double hit character'],NA
d3,f3,['Close Letters on QWERTY Keyboard'],NA
d3,c3,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
d3,w3,['Close Letters on QWERTY Keyboard'],NA
d3-array,d3-array,['Letter Duplicated and Replaced'],NA
d3-binarytree,d3-binaryree,['Character Removed'],NA
d3-collection,d3-collection,['Letter Duplicated and Replaced'],NA
d3-drag,v3-drag,['Close Letters on QWERTY Keyboard'],NA
d3-regression,d3-regression,['Letter Duplicated and Replaced'],NA
d3-timer,d3-time,['Character Removed'],NA
d3-zoom,d3-zoom,['Letter Duplicated and Replaced'],NA
d64,d6t,['Close Letters on QWERTY Keyboard'],NA
d64,dd4,['Letter Duplicated and Replaced'],NA
d64,x64,['Close Letters on QWERTY Keyboard'],NA
d64,b64,['Ascii Homoglpyh'],NA
d64,w64,['Close Letters on QWERTY Keyboard'],NA
d64,d4,['Character Removed'],NA
dag-map,dg-map,['Character Removed'],NA
danger,fanger,['Close Letters on QWERTY Keyboard'],NA
danger,ganger,['Bit Flips'],NA
danger-plugin-jira-issue,danger-plugin-jira-issue,['Letter Duplicated and Replaced'],NA
dargs,cargs,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
dargs,vargs,['Close Letters on QWERTY Keyboard'],NA
dargs,args,['Character Removed'],NA
dargs,darg,['Character Removed'],NA
dashify,bashify,['Ascii Homoglpyh'],NA
dashify,dashfy,['Character Removed'],NA
dashjs,cashjs,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",NA
dasu,dau,['Character Removed'],NA
dasu,asu,['Character Removed'],NA
dasu,dacu,['Close Letters on QWERTY Keyboard'],NA
dasu,das,['Character Removed'],NA
dasu,dash,['Close Letters on QWERTY Keyboard'],NA
dat.gui,dat_gui,['Separator Changed'],NA
dat.gui,dat-gui,['Separator Changed'],NA
data-uri-to-buffer,data-uri-to-buffer,['Letter Duplicated and Replaced'],NA
data-urls,dat-urls,['Character Removed'],NA
datatables.net-autofill-bs4,datatables.net-autofill-bs4,['Letter Duplicated and Replaced'],NA
datatables.net-bs,datatables.net-bs4,['Suffix Added'],NA
datatables.net-bs4,datatables.net-bs,['Character Removed'],NA
datatables.net-buttons,datatables.net-buttons,['Letter Duplicated and Replaced'],NA
datatables.net-buttons-bs,datatables.net-buttons-bs4,['Suffix Added'],NA
datatables.net-buttons-bs,datatables.net-buttons-bs,['Letter Duplicated and Replaced'],NA
datatables.net-buttons-bs4,datatables.net-buttons-bs4,['Letter Duplicated and Replaced'],NA
datatables.net-buttons-bs4,datatables.net-buttons-bs,['Character Removed'],NA
